#symbol	H1Rosa7_d0	H1Rosa7_d1	H1Rosa7_d2	H1Rosa7_d3	H1Rosa7_d4	H1Rosa7_d5	H1Rosa7_d6	H1Rosa7_d7	H1Rosa7_d8	H1Rosa7_d10	H1Rosa7_d12	H1Rosa7_d14	H1Rosa7_d16	H1Rosa7_d18	H1Rosa7_d20	H1Rosa7_d21	H1Rosa7_d22	H1Rosa7_d24	H1Rosa7_d26	H1Rosa7_d30	H1Rosa7_d32	H1Rosa7_d34	H1Rosa7_d36	H1Rosa7_d38	H1Rosa7_d40	H1Rosa7_d42
MUC5B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUC6	0	0	0.11	0	1.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57	0	0	0	0	0.19	0	0.42
MUC7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39
MUCL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUL1	23.24	19.04	18.02	19.3	22.43	24.9	17.56	17.25	16.95	21.9	11.9	15.74	25.52	18.51	14.76	5.02	9.9	44.88	19.73	11.93	9.13	36.93	14.93	21.93	15.55	16.62
MUM1	28.52	27.45	40.27	55.08	46.7	35.89	35.12	33.35	37.29	33.32	33.99	27.01	33.44	33.15	18.42	21.43	33.84	46.28	42.06	28.5	50.12	36.12	52.44	59.09	32.5	32.25
MUM1L1	0.76	1.09	2.11	2.09	5.45	7.87	14.47	19.85	7.85	12.44	8.97	16.92	12.78	7.6	7.48	10.11	24.81	0.96	8.62	6.53	1.42	4.15	9.68	1.84	3.19	0
MURC	7.97	12.75	23.63	15.7	14.4	23.53	8.44	12.35	13.82	19.18	11.93	20.26	6.41	16.41	12.39	27.66	5.05	28.11	7.24	10.43	15.93	16.99	18.39	18.48	15.3	12.34
MUS81	14.99	5.23	15.87	15.61	10.65	18.97	12.64	21.14	21.94	23.16	10.45	8.06	9.56	20.22	11.68	5.88	20.28	16.72	25.98	18.74	25.64	21.73	33.8	19.25	20.71	17.03
MUSK	0	0	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUSTN1	1.49	0	1.24	7.01	20.77	11.02	29.49	25.69	7.7	0	2.93	0	0	0	0	0	0	39.44	0	0	5.57	0	0	0	0	0
MUT	28.48	37.47	53.37	42.89	40.33	43.07	68.18	57.57	56.24	59.67	64.27	76.03	67.47	75.43	83.28	56.1	82.2	83.83	66.85	72.7	65.64	68.83	56.95	76.2	64.69	62.94
MUTED	25.54	14.89	16.32	37.18	29.48	39.41	42.46	42.05	35.36	42.39	33.94	49.8	54.61	45.82	28.23	53.22	37.9	28.29	40.58	39.6	54.35	26.57	62.69	31.06	15.11	44.23
MUTYH	23.1	23	23.84	22.58	20.71	24.41	17.8	22.91	11.16	12.35	17.75	13.37	21.76	16.92	12.26	14.06	3.93	26.29	12.32	6.95	10.36	5.72	13.1	10.95	18.12	10.09
MVD	59.16	34.47	38.13	34.9	27.81	30.72	18.91	41.84	37.41	50.5	39.71	27.93	29.94	44.94	47.94	44.39	86.57	38.13	83.92	33.9	62.13	61.55	83.15	55.1	72.67	57.1
MVK	13.29	4.43	13.27	14.54	19.49	13.65	22.54	16.07	27.56	31.9	22.21	27.26	28.22	19.05	23.9	24.73	11.81	12.6	29.14	24.68	17.26	28.12	24.27	5.98	18.55	16.45
MVP	0.37	0	0.92	1.73	2.33	0.54	0.81	0.29	1.14	1.2	0.72	1.12	1.59	4.73	0.57	2.44	3.83	0	1.6	8.12	0	3.34	0	9.06	3.31	5.89
MX1	3.38	29.52	7.97	1.4	0.5	0.59	2.19	2.18	4.52	0.65	1.84	0	3.44	0	3.33	4.63	2.49	5.26	9.52	1.47	2.98	3.25	0.72	9.23	0	5.1
MX2	9.44	10.01	5.37	7.57	1.81	0.53	0	0.56	0	1.76	2.11	1.63	0	0	1.67	0	0	4.06	0.78	0	0	0	0	1.04	5.16	0
MXD1	0.38	1.02	0.79	2.67	2.63	3.35	4.34	3.4	7.03	4.95	5.95	4.02	9.81	8.64	13.5	10.68	2.36	13.93	16.85	15.24	17.31	14.79	10.31	10.14	26.2	17.58
MXD3	4.87	3.14	14.67	32.31	17.02	24.81	16.03	31.62	25.62	29.84	50.24	84.17	51.52	54.19	55.52	40.01	53.2	20.67	30.15	65.85	61.36	32.58	53.08	49.73	39.4	16.38
MXD4	8.38	12.36	14.74	19.78	18.47	22.8	22.49	19.99	20.57	27.52	27.03	27.67	26.27	32.44	26.56	39.15	39.14	18.01	32.32	22.46	32.5	24.49	35.71	24	32.31	8.09
MXI1	4.26	4.11	6.21	9.21	19.43	16.11	20.14	17.45	21.97	31.86	49.03	46.98	47.92	23.52	52.43	90.25	71.73	24.97	51.28	75.72	93.6	56.61	77.81	88.95	112.69	85.87
MXRA5	1.29	1.27	1.62	2.53	2.18	0.64	2.48	5.82	7.78	20.42	19.48	5.88	6.82	15.83	6.02	12.34	3.81	15.86	9.83	5.15	6.03	6.46	5.68	5.62	1.36	3.45
MXRA7	35.6	32.06	32.01	52.79	70.05	68.25	125.39	186.11	228.3	357.51	328.32	242.4	199.82	160.33	177.39	212.63	217.89	201.88	203.81	289.05	232.41	206.55	275.83	169.94	367.87	275.46
MXRA8	3.73	5.03	5.07	6.05	5.92	2.76	9.76	17.94	13.04	28.29	23.91	15.61	3.37	0	6.53	3.11	3.9	6.18	8.13	9.47	3.49	1.7	4.25	2.03	6.73	6
MYADM	78.49	77.25	65.69	58.22	79.14	119.97	143.52	125.79	89.41	104.66	114.82	88.94	75.55	36.79	37.2	59.36	34.8	55.14	51.22	64.54	35.34	26.46	19.77	22.66	74.1	73.74
MYADML2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYB	2.64	23.82	23.32	13.68	6.14	7.33	4.18	8.29	9.66	9.06	4.77	5.52	7.48	13.22	9.68	0	6.67	7.85	5.03	4.46	5.83	11.34	10.71	11.55	11.22	1.11
MYBBP1A	83.18	62.05	45.77	53	40.12	31.61	35.66	22.6	24.62	19.3	16.72	11.24	9.28	20.16	10	9.42	10.2	18.01	15.69	4.74	8.19	17.34	10.94	11.21	4.58	4.13
MYBL1	6.1	11.79	9.68	19.1	24.58	39.61	41.94	20.65	28.98	28.65	19.62	39.7	28.27	20.49	8.52	14.02	15.82	22.79	11.47	19.81	23.26	12.66	17.27	29.04	19.12	20.29
MYBL2	183.11	185.81	190.14	179.72	156.45	136.42	135.28	124.32	112.68	94.66	66.15	73	62.54	99.4	81.97	86.41	67.61	97.5	69.73	25.2	40.92	46.94	49.78	70.88	28.86	15.04
MYBPC1	0	0	0	0	0	0	0	0	0	0	0	0	0.41	0	0	0	0	0	0	0	0	0	0	0	0	2.71
MYBPC2	2.64	3.8	4.42	3.8	0.37	0.87	0.32	0	0	0	2.89	0	0	0	0	1.47	0.61	1.67	0	1.08	0	0	0	0	0	0
MYBPC3	0	0	0	0	0	1.11	0.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYBPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYBPHL	0	0	0.65	0	3.95	0	0	0	0	0	0	0	0	0	0	0	0	5.89	0	0	0	0	0	0	0	0
MYC	82.31	28.48	13.86	11.61	28.42	44.47	52.27	60.47	39.42	16.16	5.3	6.13	3.23	16.67	6.27	6.71	5.61	15.26	4.88	14.06	10.91	5.72	7.35	18.23	5.66	17.27
MYCBP	25.56	18.68	29.68	27.52	36.15	44.66	37.27	18.79	18.38	15.57	17.91	28.89	20.87	13	12.21	17.19	12.07	10.94	17.1	2.29	7.73	12.04	9.78	2.4	2.98	5.31
MYCBP2	24.16	27.13	25.96	22.08	25.12	30.57	26.48	23.55	18.82	23.27	22.47	25.96	18.38	29.13	22.31	25.97	30.37	32.57	25.61	29.43	50.69	43.09	40.92	43.3	28.39	35.92
MYCBPAP	0	0	0.55	0	2.1	0	0	0	2.4	0	1.31	0	0	0	0	0	0	0	0	0	1.24	0	0	0	0	0
MYCL1	33.25	35.63	27.81	12.99	14.81	13.83	26.61	39.3	21.81	40.54	21.96	39.56	42.6	33.48	44.74	66.29	45.13	47.87	51.92	56.85	54.79	49.68	67.32	47.12	55.82	19.38
MYCN	86.3	58.25	58.8	45.01	48.49	36.13	38.93	36.1	54.7	59.97	50.48	76.67	69.85	58.76	66.42	60.92	30.55	82.34	75.3	47.27	56.34	56.32	22.97	42.54	23.47	20.9
MYCT1	0	0	0	1.23	0	1.03	0	0	0	0	0	0	0.5	0	0	0	0	0	1.48	0	1.95	0	0	0	0	0
MYD88	12.98	12.4	20.8	23.1	17.82	18.81	19.75	20.99	13.07	14.72	18.96	17.17	20.91	17.01	24.27	22.47	32.57	21.09	24.28	27.35	12.42	24.59	21.7	40.48	15.84	18.8
MYEF2	133.56	133.78	174.64	155.82	177.31	168.83	185.96	156.76	186.15	196.93	169.53	176.08	206.23	204.23	123.75	170.93	161.4	218.88	234.25	126.49	203.15	228.53	238.63	248.16	145.53	125.84
MYEOV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYEOV2	320.25	273.23	209.9	193.31	268.15	253.07	145.04	152.19	126.1	130.41	93.12	68.07	136.42	110.3	96.72	91.08	41.52	80.01	75.86	123.89	97.78	208.47	95.17	216.79	107.64	71.89
MYF5	0	3.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYF6	0	0	2	0	3.04	1.18	3.52	0	0	0	0	0	3.46	0	0	0	0	0	1.74	0	0	0	0	0	8.65	10.27
MYH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.25
MYH10	334.5	351.47	379.19	394.94	348.45	319.67	443.79	409.05	541.2	402.23	318.6	276.97	251.47	310.22	193.06	192.65	204.56	227.84	231.88	164.89	169.9	179.62	181.86	191.07	110.66	72.79
MYH11	0.61	1.33	1.03	2.01	0.58	2.28	2.04	0.73	0.64	0	0	0	0.44	0.42	0	0	0	0.29	0	0.28	0	0	0.84	3.32	1.38	1.39
MYH13	0	0	0	0	0	0	0	0	0	0	0.35	0	0	0	0	0	0	0	0	0	0.66	0	0	0	0	1.13
MYH14	15.64	13.15	18.15	18.39	7.87	4.14	2.26	2.65	1.61	8.66	10.64	0.47	1.34	1.33	0.72	1.81	0	2.06	5.41	2	3.78	0	2.26	3.38	0.84	4.46
MYH15	0	0.32	0.12	0	0	0	0.98	0.47	1.69	0	0.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48
MYH2	5.53	1.31	0.43	1.22	0.22	2.05	0.95	0.54	0.72	0	0	0	0.25	1.24	0	1.73	0.72	0	0	0	0	0	0	0	0	0
MYH3	0.35	0.56	0.73	0.62	0.66	0.52	0.19	0.82	0	0.29	0	1.86	0	0	1.9	2.03	0.73	0	0.76	1.29	0	0	0	0	0	2.8
MYH4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYH6	0	0	0.15	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYH7	0.35	0	0	0	0	1.04	0.38	1.1	0	0	0.34	1.06	0.5	1.5	0	0	1.46	0.99	0.76	1.93	0.65	0.96	0	0	0	0
MYH7B	0	1.91	0.14	0	0	0	0.89	0	0.33	0	0	0	0	0	0	0	1.35	0	0.79	0	0	0	0	0	0	0.52
MYH8	0	0	0	0	0	0	0	0	0	0	0.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYH9	250.95	211.99	180.65	212.28	200.56	218.57	221.5	247.31	339.7	361.85	289.74	133.33	124.14	170.61	97.99	90.38	90.17	101.41	87.41	70.92	47.8	59.05	54.96	53.4	33.7	37.35
MYL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYL10	5.31	0	1.89	0.94	2.16	3.09	0	1.79	0	0	17.85	0	5.37	4.21	1.56	8.86	0	2.02	2.8	5.93	5.76	5.27	0	10.88	0	78.91
MYL12A	446.55	426.56	318.73	287.22	251.53	264.42	309.37	397.04	434.96	434.68	398.83	288.38	245.83	275	234.86	177.64	149.53	250.19	196.01	186.39	151.53	155.5	114.07	210.07	148.99	93.26
MYL12B	386.61	354.87	278.7	234.08	245.83	250.43	349.51	347.1	450.53	576.96	405.73	346.56	230.26	364.4	395.13	335.34	429.88	528.3	301.99	384.55	394.35	403.19	543.58	445.61	451.26	345.55
MYL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYL3	0	2.48	0.97	0	0	0	0	0.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYL4	0	0	0	0	0	1.87	0	3.96	1.31	22.77	0	0	5.47	7.23	0	0	0	0	0	0	0	4.6	0	0	0	0
MYL5	0	0	1.38	3.88	0	0	3.63	1.29	0	0	0	0	0	0	10.25	0	0	18.71	0	12.16	0	12.01	0	0	0	0
MYL6	2168.32	2977.31	2671.35	2704.64	2671.72	2469.33	2332.87	3463.17	2988.09	2414.69	2082.96	1330.54	1467.87	2493.82	1934.91	1943.7	1447.32	2406.97	1381.15	1557.11	1704.64	1754.83	2343.84	2130.5	1808.23	1184.31
MYL6B	87.81	80.22	77.59	117.53	79.19	83.48	83.44	89.65	78.91	93.17	97.04	52.38	63.65	75.37	50.19	30.45	38.16	39.08	30.47	43.56	68.55	88.19	54.95	48.48	85.33	41.53
MYL7	0	0	1.53	0	11.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYL9	89.31	303.56	130.84	135.93	185.9	139.14	228.41	282.89	305.05	240.45	193.96	51.7	47.2	78.09	30.62	34.26	14.94	108.37	52.63	79.24	33.5	29.35	13.24	26	3.23	45.98
MYLIP	61.9	60.1	28.49	10.55	9.61	9.69	14.4	12.16	12.12	6.77	10.18	4.71	9.94	15.77	12.86	10.89	12.22	5.21	9.76	10.8	9.03	10.04	15.06	3.5	14.29	13.28
MYLK	17.01	10.17	18.22	48.6	61.54	74.61	48.57	35.45	36.68	19.5	22.73	19.37	16.07	15.01	19.82	23.2	17.45	12.81	15.61	7.28	15.08	4.11	19.59	16.77	3.56	26.86
MYLK2	0.38	0	0.32	0	0	0.56	0.83	0.59	0	2.48	0	0	0	0	0	0	0	0	0	1.4	0	0	1.38	0	0	0
MYLK3	1.69	1.2	2.56	2.11	4.98	1.72	1.52	3.83	4.01	4.03	21.44	4.09	5.85	1.94	4.66	1.96	3.85	7.04	10.45	5.31	8.74	7.34	5.55	4.41	5.79	53.89
MYLK4	0.18	0	0.61	0.22	0.47	1.09	1.01	0.14	1.11	1.2	4.27	0	0	1.31	0.15	0	0	0.69	0	0	0	0	0	0	0	3.14
MYLPF	3.32	3.58	0	0	0	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYNN	16.45	13.28	15.17	13.65	20.28	14.94	17.61	16.16	15.14	19.11	16.48	22.47	21.72	19.75	14.67	23.66	16.94	32	31.25	30.75	36.13	24.11	36.8	21.96	25.47	27.8
MYO10	57.9	77.72	70.72	68.18	82.98	85.45	84.32	75.84	74.51	58.31	61.3	61.36	46.27	50.01	33.53	34.69	41.16	39.59	39.35	22.57	21.18	22.28	20.42	22.06	19.82	25.3
MYO15A	0.18	0.19	0.22	0	0.22	0	0	0	0.18	0	0.35	0	1.02	0.13	0.28	0.15	0	0	0	1.14	0	0.32	0	0.64	0	0.28
MYO16	0.27	0	0.26	0.39	0	0.68	0.84	1.44	0.79	3.01	2.11	3.03	10.17	5.92	6.91	6.12	3.52	6.67	4.67	3.67	9.75	2.23	3.07	5.34	1.38	4.92
MYO18A	37.24	33.5	31.49	32.87	25.01	19.54	17.52	12.6	14.45	8.93	18.12	19.67	18.53	26.82	23.03	22.09	16.37	17.71	36.21	27.57	26.15	29.52	28	27.87	23.68	21.08
MYO18B	0.12	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2
MYO19	22.74	21.25	17.03	23.56	23.97	16.42	17.14	15.12	26.51	20.03	9.31	13.49	12.03	17.56	6.71	9.71	8.89	16.96	10.45	18.13	11.52	17.48	6.08	8.08	3.51	6.08
MYO1A	0	0	0.49	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0
MYO1B	120.29	96.95	102.41	121.38	133.27	140.04	128.54	124.15	123	147.84	107.45	137.18	128.62	151.61	127.4	125.99	130.89	142.42	127.24	112.42	125.29	159.34	129.65	173.32	143.04	98.2
MYO1C	41.54	46.45	32.09	40.09	44.4	49.56	60.38	69.66	63.9	63.08	58.95	34.19	29.91	22.02	24.47	16.8	27.07	19.91	16.62	14.31	15.53	14.71	16.37	10.53	14.91	18.57
MYO1D	16.25	11.62	7.31	2.4	1.29	2.41	0.67	2.55	5.05	10.67	4.41	8.04	4.99	6.4	11.4	14.56	9.34	10.4	7.09	7.51	4.57	10.01	11.12	5.32	1.47	4.57
MYO1E	31.1	71.79	40.35	33.29	8.9	18.34	15.89	20.56	29.47	31.79	26.43	18.51	15.19	14.76	18.3	19.58	33.59	17.18	17.08	11.8	19.32	11.66	5.64	28.18	6.7	5.3
MYO1F	1.77	0.82	0	0.03	0	0	0	0	0	0.84	0	0	0	0.37	0	0	0	0	0	0	0	0	0	0	0	1.66
MYO1G	0	0	0	0.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYO1H	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71	0	0	0	0.47	0	0	0.46	0	0	2.16	0	0.8
MYO3A	4.37	4.91	0.46	0	0.23	0.27	0	0	0.75	2.09	6.1	3.05	11.84	14.6	9.92	5.76	4.18	10	6.75	2.69	2.73	11.62	3.65	8.74	7.89	7.02
MYO3B	0.14	1.12	2.38	5.47	9.82	14.07	9.18	14.3	6.15	0.28	1.94	3.34	2.55	2	1.39	1.74	0.8	1	1.45	0	0.6	1.06	0	0.18	0	8.54
MYO5A	13.48	15.68	17.91	18.91	14.96	20.35	22.92	21.72	31.4	31.84	31.51	27.51	27.39	39.36	35.1	35.03	30.84	37.12	50.05	41.3	72.34	61.64	58.1	93.08	65.94	47.06
MYO5B	5.63	10.83	11.36	9.11	6.59	5.24	6.45	2.34	2.17	2.17	5.01	0	0.64	0.95	2.24	4.6	0.92	1.46	1.93	4.89	1.03	3.22	2.01	2.41	4.58	4.61
MYO5C	27.32	26.56	25.42	26.76	27.56	27.91	26.42	14.27	15.16	25.34	17.64	5.51	7.26	10.76	7.55	3.34	0.95	14.8	8.1	2.88	6.02	6.79	1.66	7.86	4.37	1.06
MYO6	15.68	32.13	35.34	27.26	27.92	30.83	43.28	32.58	42.72	50.25	55.12	60.83	63.17	43.87	61.48	59.26	70.42	42.5	43.29	72.48	49.32	57.19	59.99	52.54	61.2	55.91
MYO7A	0.7	1.4	2.39	0.84	0.66	0.85	0.95	0.68	0.81	0	0.57	1.09	1.13	0	0.45	0	1.18	1.9	0	0	0	0	0	0	0	3.69
MYO7B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73	0	0	0	0	0	0	0	0	0	0	0
MYO9A	12.8	13.81	11.43	15.53	15.5	18.82	18.64	16.99	14.77	19.43	21.46	21.89	24.98	26.31	24.47	25.99	27.02	8.47	42.7	36.61	34.43	39.25	45.42	30.94	31.86	33.03
MYO9B	28.86	25.48	21.96	31.28	30.36	24.38	19.91	22.14	27.34	26.97	25.9	30.29	30.35	35.03	32.92	26.02	21.94	32.98	39.48	25.27	24.6	27.22	22.94	35.17	16.96	14.22
MYOC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYOCD	1.24	1.95	1.52	0.18	0	0	0.68	1.34	0.48	1.48	0.3	0	0	0.22	0.7	0	0	0	0	0	0	0	0	0	0	1.45
MYOD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYOF	1.7	6.17	3.47	0.91	0	2.05	5.45	14.94	30.58	59.36	50.03	21.65	16.09	25.69	12.52	22.03	13.49	9.96	11.47	11.71	5.22	11	8.74	6.97	6.42	7.46
MYOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14	0	2.22	0	0	0
MYOM1	0.19	0	0	0.89	0.96	0.28	2.09	0.89	2.55	0.93	5.61	1.73	0.27	1.36	2.36	0.32	0	0	2.48	1.05	0	3.8	0.69	2.75	4.1	3.05
MYOM2	0.21	0	0	0.74	0.53	0	0	0.33	0	0.34	0	0	0	0	0	1.75	0.44	0	0.92	0	0.79	0	0.77	0	0	0
MYOM3	0.23	0.89	0	0.43	0	0	0	0.61	0	0	1.83	1.74	0	0	0.57	0	1.32	0	0.76	0.67	0	0	0	0	0	4.18
MYOT	0	0	0	0	0	0	0	0	0	0	0	2.13	0	0	0	0	0	0	0	0	0	2.17	0	0	0	0
MYOZ1	1.38	0.75	1.16	0	2.63	1.02	0	6.51	0.72	0	0	0	0	0.99	1.08	0	0	0	0	0	6.48	0	0	0	0	0
MYOZ2	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0.68	0	0	0.89	0	0	0	0	0	0	0
MYOZ3	8.08	22.88	9.69	2.36	2.02	1.39	0	1.66	0.63	5.81	12.59	5.19	7.2	5.02	3.08	1.01	4.95	9.71	3.85	3.28	1.7	5.61	7.63	7.61	5.69	17.52
MYPN	0	0	0	0	0	0	0	0	0	0	2.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYPOP	7.87	11.53	7.53	3.32	2.86	9.18	6.2	7.51	7.58	4.62	7.77	0.86	1.63	2.42	6.13	6.56	10.58	8.53	3.68	6.24	10.55	2.05	0	13.91	0	5.43
MYRIP	1.3	0.23	0.54	0.26	0	0	0.72	1.36	0.67	0.35	6.4	1.65	3.44	0	2.02	0.72	0	4.92	0.94	0.8	9.33	7.5	1.18	4.72	0	7.65
MYSM1	51.14	37.37	37.85	38.94	35.1	36.46	36.09	21.58	24.96	33.98	33.4	29.88	33.15	34.96	24.88	26.4	19.23	29.79	28.04	20	29.69	28.65	25.93	28.94	25.17	20.42
MYT1	0.93	0.26	1.59	6	8.69	3.97	1.26	2.25	2.36	0.62	8.06	18.24	23.37	34.6	38.22	39.94	45.31	44.33	51.01	57.67	63.82	77.08	67.32	73.6	68.53	68.44
MYT1L	0.15	0	0	0	0.37	0	0.16	0	0	0.97	0.87	0	2.77	2.74	7.81	0.49	3.08	10.05	11.57	18.79	35.09	38.45	37.65	51.45	46.57	41.83
MYZAP	0.95	1.48	3.69	0	0	0	0	0.9	3.32	3	0	0	0	0	0	0	0	0	0	0	1.72	0	0	0	0	0
MZB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MZF1	3.49	4.38	6.12	2.56	8.26	3.01	3.13	7.34	11.79	10	8.02	4.95	9.4	9.9	10.13	6.77	10.19	6.16	9.75	10.03	6.86	14.83	21.5	2.63	14.68	10.46
MZT1	60.1	63.43	69.41	79.71	77.49	71.6	106.88	69.65	75.49	57.62	75.36	130.98	111.02	74.83	104.62	84.14	80.71	56.56	101.49	115.96	88.87	72.08	53.66	95.78	76.88	74.82
MZT2A	8.25	27.81	27.27	30.09	49.21	48.25	37.22	29.62	23.94	42.55	48.96	30.53	24.28	29.74	22.72	8.26	48.33	72.89	22.92	42.45	86.2	51.46	23.12	0	24.64	12.31
MZT2B	16.98	18.09	22.38	29.53	20.9	15.79	20.89	41.61	23	31.12	18.58	14.4	33.8	24.36	33.57	18.91	106.59	31.57	35.95	60.36	7.82	0	54.52	72.13	2.69	39.15
N4BP1	17.46	15.16	15.73	19.02	24.06	19.99	26.58	20.93	17.17	10.93	9.93	21.18	20.75	18.66	13.14	20.23	19.79	22.72	24.54	19.96	22.47	12.96	20.79	19.38	21.65	13.33
N4BP2	58.89	55.87	45.12	43.69	50.75	50.21	56.23	46.96	59.15	55.36	64.24	63.03	61.52	51.92	68.04	64.3	65.43	56.26	67.41	49.01	74.94	61.82	72.87	66.5	50.79	55.65
N4BP2L1	1.74	0.37	0.29	0	0	0	0.77	1.09	0.72	1.71	10.29	11.64	9.55	3.49	11.37	4.64	7.26	1.98	8.34	12.17	4.56	3.17	2.54	4.05	8.79	20.13
N4BP2L2	52.83	38.87	36.77	53.39	65.38	48.13	60.72	70.23	66.7	60.55	106.92	101.93	83.68	96.71	94.13	89.85	82.47	110.07	90.99	89.43	131.1	108.67	99.49	150.57	95.43	89.8
N4BP3	36.57	9.67	7.06	8.91	8.93	9.12	6	14.36	10.38	13.84	14.22	9.37	4.06	3.53	2.74	2.34	5.51	5.66	3.07	2.92	3.95	1.92	5.45	0	1.9	1.13
N6AMT1	4.73	18.53	23.38	24.21	24.04	17.63	18.25	33.66	28.19	35.46	29.85	23.03	22.23	27.86	33.17	29.58	40.64	13.45	23.23	24.04	48.79	32.38	51.8	18.93	10.68	34.24
N6AMT2	4.94	2.67	9.31	8.75	21.98	18.33	25.88	16.51	34.58	26.37	9.76	15.06	5.36	5.31	0	8.24	0	7.03	5.39	2.28	6.95	4.51	2.26	14.38	15.62	3.98
NAA10	49.8	39.26	29.66	20.34	38.94	36.94	36.95	45.2	22.83	37.71	37.81	23.34	24.93	39.8	12.45	13.32	44.05	47.33	33.44	16.61	24.35	18.23	42.78	49.42	3.61	44.99
NAA11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAA15	219	206.13	172.86	171.88	184.65	159.65	159.76	127.31	151.8	138.39	107.34	109.5	133.42	138.75	124.59	126.37	96.64	145.82	111.64	84.9	129.67	98.22	101.67	121.04	73.24	79.85
NAA16	45.36	41.83	48.13	57.78	55.24	58.7	46.41	43.48	34.14	38.37	45.65	34.73	50.19	23.56	37.57	28.74	41.62	48.32	50.65	38.69	29.05	35.02	38.82	46.29	27.55	37.32
NAA20	65.19	65.25	47.87	37.78	40.11	54.3	81.95	60.23	62.53	66.4	38.95	40.57	29.77	46.66	78.4	49.59	25.61	46.75	53.83	41.94	64.76	22.2	70.98	46.61	64.05	31.74
NAA25	44.29	47.4	42.68	42.44	39.05	43.99	32.48	31.54	38.42	31.76	19.27	44.06	30.06	25.65	21.98	28.94	23.06	31.53	27.62	19.05	19.33	20.46	19.47	26.84	26.78	22.11
NAA30	40.96	58.92	63.25	65.26	62.81	58.09	66.94	49.18	55.58	47.53	44.14	49.84	56.84	58.76	37.78	44.71	67.41	47.3	70.38	68.3	40.17	61.16	80.77	56.18	85.87	46.2
NAA35	47.35	42.93	43.63	47.06	43.48	39.55	61.4	61.29	53.21	43.76	63.63	79.4	67.32	58.17	45.26	49.77	48.25	65.63	60.79	50.01	50	60.29	56.65	61.38	30.23	32.01
NAA38	11.89	13.04	16.03	15.95	22.21	19.75	20.43	18.91	16.87	18.31	20.99	27.03	20.13	28.65	26.42	23.22	24.67	21.87	33.74	35.08	41.43	34.38	18.73	37.75	36.69	17.27
NAA40	66.24	75.82	64.6	68.68	76.53	50.96	75.27	74.26	73.58	80.6	57.94	73.21	62.05	56.75	61.89	45.71	64.26	85.69	113.45	49.77	78.9	64.83	58.15	63.54	29.41	65.77
